steps	mean	median	std	min	max
810000	95.75	98.69	9.77	66.67	101.75
820000	95.69	95.91	0.86	94.08	97.04
830000	96.81	96.87	1.48	94.67	99.33
840000	90.29	98.15	15.09	65.83	106.93
850000	96.35	95.68	1.36	94.82	99.35
860000	103.29	104.96	3.0	98.21	106.17
870000	96.52	96.66	1.07	94.98	98.73
880000	101.49	102.71	3.88	94.52	106.32
890000	95.36	95.39	1.18	93.63	96.98
900000	96.51	96.63	1.12	94.98	98.22
910000	95.31	95.3	0.71	94.21	96.91
920000	96.41	96.58	1.1	94.56	98.6
930000	96.11	95.83	1.58	94.17	99.44
940000	97.74	97.96	1.28	94.63	99.47
950000	97.81	98.0	1.66	94.61	100.48
960000	94.52	94.52	1.33	92.56	96.98
970000	94.82	94.68	1.65	92.11	96.92
980000	96.15	96.65	1.5	94.0	98.3
990000	98.65	96.68	4.21	94.16	104.7
1000000	95.36	95.03	1.09	93.82	97.16
1010000	99.19	99.5	1.98	95.61	102.43
1020000	96.75	96.28	1.56	95.21	100.39
1030000	95.72	95.55	1.39	94.28	99.39
1040000	93.49	93.34	0.55	92.93	94.84
1050000	95.23	95.0	1.48	93.73	99.19
1060000	94.54	94.68	0.65	93.49	95.6
1070000	95.33	95.11	1.01	94.0	96.9
1080000	94.85	94.9	0.53	94.12	95.88
1090000	95.26	95.24	0.67	94.4	96.9
1100000	93.62	93.63	0.43	92.8	94.16
1110000	94.39	94.65	0.49	93.38	94.91
1120000	93.36	93.29	0.66	92.47	94.89
1130000	95.93	95.99	0.87	94.53	97.51
1140000	95.54	94.83	1.64	94.14	98.68
1150000	94.93	95.13	0.72	93.3	95.76
1160000	94.45	94.31	0.83	93.53	95.84
1170000	94.08	94.29	0.88	92.61	95.49
1180000	94.85	94.87	0.9	93.37	96.81
1190000	95.05	95.19	1.16	93.44	97.07
1200000	93.71	93.42	0.59	92.84	94.78
1210000	95.58	95.72	0.97	93.97	97.52
1220000	94.46	94.44	0.82	93.19	95.8
1230000	95.58	95.26	0.91	94.52	97.78
1240000	95.94	95.89	1.76	93.05	99.47
1250000	94.69	94.43	0.73	93.63	96.3
1260000	96.52	96.05	1.32	94.71	98.61
1270000	95.1	95.26	0.61	93.79	95.82
1280000	94.67	94.54	0.47	94.08	95.63
1290000	94.68	94.92	0.71	93.56	95.58
1300000	94.57	94.58	0.61	93.6	95.93
1310000	94.05	93.9	0.77	93.08	95.9
1320000	94.05	94.06	0.62	93.04	95.33
1330000	94.67	94.49	0.7	93.69	96.07
1340000	94.6	94.57	0.46	93.73	95.43
1350000	94.2	94.17	0.66	93.26	95.45
1360000	95.17	95.12	0.62	94.09	96.44
1370000	94.89	94.95	0.69	93.59	95.95
1380000	95.13	95.09	0.49	94.26	95.91
1390000	94.75	94.68	0.88	93.39	96.14
1400000	95.04	94.92	0.59	94.3	96.22
1410000	94.35	93.97	0.67	93.66	95.72
1420000	95.75	95.7	0.9	94.22	97.45
1430000	95.37	95.31	0.68	94.2	96.61
1440000	94.97	94.9	0.45	94.55	96.12
1450000	95.46	95.38	0.61	94.81	96.83
1460000	94.66	94.56	0.4	94.05	95.31
1470000	95.32	95.45	0.61	94.1	96.0
1480000	95.19	95.31	0.55	94.35	96.13
1490000	94.69	94.54	0.68	93.8	96.53
1500000	94.97	94.8	0.96	93.84	97.48
1510000	95.32	95.04	1.06	93.52	97.04
1520000	95.82	95.9	0.8	94.49	97.42
1530000	95.56	95.43	0.44	94.98	96.45
1540000	95.63	96.04	0.97	93.98	96.8
1550000	95.01	94.73	0.54	94.26	95.95
1560000	95.55	95.42	0.75	94.52	97.23
1570000	95.51	95.42	1.0	94.14	97.47
1580000	95.78	95.92	0.76	94.46	96.97
1590000	95.94	96.06	0.79	94.64	97.32
1600000	95.63	95.82	0.6	94.67	96.44
1610000	95.98	96.12	0.7	94.83	96.91
1620000	95.01	95.08	0.51	93.9	95.86
1630000	87.85	95.6	23.7	16.76	97.08
1640000	95.83	95.63	0.83	94.7	98.02
1650000	95.85	95.88	1.06	93.87	97.6
1660000	95.92	95.97	0.32	95.19	96.43
1670000	95.81	95.52	0.97	94.36	97.27
1680000	95.83	95.81	0.54	94.96	96.63
1690000	95.81	95.94	0.87	93.71	96.88
1700000	95.76	95.93	0.75	94.43	96.73
1710000	89.5	95.78	19.78	30.17	97.23
1720000	96.25	96.27	0.73	95.14	97.56
1730000	95.96	96.03	0.33	95.45	96.43
1740000	95.73	95.71	0.7	93.93	96.53
1750000	95.33	95.64	0.75	93.84	96.27
1760000	96.04	95.59	0.93	94.62	97.46
1770000	95.62	95.67	0.9	94.13	97.34
1780000	88.01	95.92	23.73	16.84	96.73
1790000	95.58	95.5	0.81	94.08	96.64
1800000	95.62	95.77	0.69	94.26	96.44
1810000	95.79	96.05	0.62	94.4	96.67
1820000	95.62	95.69	0.82	94.18	96.93
1830000	95.26	95.01	0.89	94.15	97.03
1840000	95.64	95.71	0.75	94.53	97.36
1850000	95.65	95.52	0.7	94.59	97.19
1860000	95.93	95.77	0.88	93.94	97.26
1870000	95.69	95.83	0.56	94.58	96.33
1880000	95.52	95.73	0.53	94.35	95.97
1890000	95.74	95.55	0.68	94.91	97.19
1900000	95.9	95.92	0.83	94.89	97.64
1910000	96.06	96.07	0.73	95.05	97.17
1920000	95.62	95.63	0.57	94.53	96.44
1930000	96.12	95.69	0.98	95.22	98.78
1940000	95.39	95.37	0.81	93.84	96.56
1950000	95.23	95.1	0.63	94.37	96.4
1960000	95.2	95.32	0.88	93.77	96.43
1970000	96.1	96.12	0.4	95.54	96.89
1980000	95.74	95.63	0.51	94.98	96.6
1990000	95.82	95.88	0.69	94.47	96.81
2000000	95.7	95.59	0.67	94.55	96.88
