steps	mean	median	std	min	max
870000	104.54	105.84	3.96	92.85	107.02
880000	105.51	105.3	1.35	103.43	108.2
890000	86.23	86.56	12.98	67.65	103.82
900000	105.82	106.4	1.55	102.69	107.91
910000	98.63	105.88	22.31	31.71	107.22
920000	99.24	103.39	9.36	79.41	107.56
930000	102.96	102.58	1.43	100.61	104.98
940000	103.59	103.57	0.84	102.35	104.85
950000	99.88	99.59	1.35	98.2	103.56
960000	103.43	103.75	1.1	101.49	105.56
970000	104.37	104.45	0.64	103.29	105.17
980000	106.27	106.46	1.21	104.02	108.12
990000	102.59	102.67	2.43	97.27	106.3
1000000	104.94	104.91	0.98	102.97	106.55
1010000	97.89	97.03	2.71	95.96	105.87
1020000	96.67	96.54	1.23	95.02	98.84
1030000	94.56	101.02	20.11	34.4	103.64
1040000	100.8	101.51	1.58	97.97	102.47
1050000	104.55	104.43	0.52	103.98	105.79
1060000	99.06	98.47	3.21	95.2	103.88
1070000	99.07	95.91	4.51	94.06	104.69
1080000	99.26	97.78	3.81	95.6	105.73
1090000	102.93	102.64	2.81	96.39	106.1
1100000	103.9	103.86	1.4	101.15	105.7
1110000	102.01	103.21	2.29	98.92	104.81
1120000	102.35	103.65	3.5	96.21	106.03
1130000	96.79	96.11	2.38	94.12	102.58
1140000	101.28	101.16	3.09	96.36	105.01
1150000	98.25	97.72	3.37	94.26	104.97
1160000	105.99	106.47	1.53	101.72	107.69
1170000	95.8	101.41	15.9	48.33	103.62
1180000	103.34	104.17	1.63	100.05	105.23
1190000	97.96	96.41	3.31	94.78	103.64
1200000	98.86	98.64	1.34	96.88	101.26
1210000	96.29	95.69	1.85	94.3	100.69
1220000	99.55	99.16	2.33	95.97	103.17
1230000	97.9	96.69	2.94	94.8	102.86
1240000	100.92	101.47	3.01	97.18	104.49
1250000	100.76	101.37	3.7	94.85	104.94
1260000	98.14	97.47	2.5	95.46	102.34
1270000	97.64	97.61	1.54	95.6	101.08
1280000	99.41	100.18	2.73	96.06	102.71
1290000	96.42	95.66	2.12	94.4	101.09
1300000	98.67	99.0	2.94	94.87	102.47
1310000	96.59	96.78	1.69	94.11	99.19
1320000	94.96	94.52	1.23	93.92	98.26
1330000	96.68	96.29	1.85	94.36	100.04
1340000	97.0	95.5	2.71	94.14	101.88
1350000	97.17	96.62	2.23	94.23	102.16
1360000	96.08	95.73	1.41	94.08	98.69
1370000	99.55	100.8	2.56	93.76	101.52
1380000	95.79	95.43	1.9	94.0	100.96
1390000	97.96	97.1	3.28	93.9	102.83
1400000	98.07	97.78	1.97	95.38	101.52
1410000	98.3	98.14	3.08	94.03	102.42
1420000	94.65	95.87	5.12	79.64	98.16
1430000	97.38	96.59	3.78	92.72	102.29
1440000	96.81	96.23	1.66	94.6	99.98
1450000	95.66	95.29	1.5	93.53	99.32
1460000	97.16	96.38	2.43	93.87	101.48
1470000	95.87	95.78	1.11	93.59	97.5
1480000	97.13	96.66	1.71	95.15	100.51
1490000	98.03	97.68	2.9	93.85	101.68
1500000	96.73	96.16	2.52	94.57	102.32
1510000	97.26	96.93	1.93	94.5	100.65
1520000	97.36	97.09	1.84	95.14	100.74
1530000	96.65	95.56	2.55	93.71	101.78
1540000	97.05	96.5	1.81	94.64	100.57
1550000	97.92	96.26	3.17	94.79	102.8
1560000	96.49	96.23	0.8	95.51	98.32
1570000	97.1	95.95	2.66	94.53	102.18
1580000	97.1	97.18	1.91	94.5	100.92
1590000	98.39	98.07	3.3	94.21	102.52
1600000	99.12	100.58	3.07	94.34	102.1
1610000	97.21	97.03	2.47	94.25	102.1
1620000	96.65	95.9	2.24	94.04	100.82
1630000	95.67	95.67	1.34	93.84	98.09
1640000	97.74	97.24	2.47	94.7	102.0
1650000	96.09	95.89	0.99	94.61	98.41
1660000	98.9	98.49	2.92	95.12	103.27
1670000	96.27	96.17	1.26	94.56	98.34
1680000	96.88	96.01	2.35	94.48	101.74
1690000	96.05	95.36	1.89	94.23	100.71
1700000	96.17	96.12	0.92	95.03	98.27
1710000	98.4	97.08	2.95	95.04	103.27
1720000	96.43	95.94	1.87	94.93	101.66
1730000	97.09	96.2	2.47	94.23	102.23
1740000	96.31	96.46	0.83	94.33	97.53
1750000	99.29	99.67	2.6	94.57	102.41
1760000	96.06	95.63	1.92	94.11	101.31
1770000	96.34	95.86	1.76	94.41	101.27
1780000	99.15	99.61	2.53	94.47	102.41
1790000	98.12	96.17	3.25	95.04	102.46
1800000	96.65	96.14	1.63	95.36	101.21
1810000	96.95	96.46	2.47	93.78	102.33
1820000	97.18	96.17	3.2	93.58	102.54
1830000	97.92	97.15	2.44	94.71	102.45
1840000	98.0	97.26	2.97	94.39	103.0
1850000	97.78	97.27	2.01	95.19	101.24
1860000	97.93	96.62	2.87	94.63	102.35
1870000	98.23	97.94	2.47	94.36	101.83
1880000	97.49	96.91	2.57	94.6	102.55
1890000	96.62	96.15	1.17	95.11	99.29
1900000	96.93	95.76	2.55	94.27	102.07
1910000	98.36	98.22	2.58	94.71	102.28
1920000	99.05	99.69	3.15	94.47	102.58
1930000	98.87	98.73	2.72	94.82	103.77
1940000	96.72	95.45	2.7	94.25	102.29
1950000	98.69	98.95	2.45	95.19	102.28
1960000	96.39	96.07	1.16	95.36	99.7
1970000	97.26	96.65	2.23	94.36	102.68
1980000	97.33	96.62	1.69	96.14	101.97
1990000	97.47	96.96	1.99	95.07	101.85
2000000	97.3	96.58	2.03	95.11	100.88
