steps	mean	median	std	min	max
1290000	94.49	94.7	1.05	92.76	95.75
1300000	94.26	94.13	0.58	93.43	95.37
1310000	94.45	94.49	0.88	92.5	95.46
1320000	94.53	94.48	0.3	94.06	95.03
1330000	93.66	93.21	1.32	91.02	95.78
1340000	95.0	95.22	0.85	92.97	95.9
1350000	94.96	94.97	0.5	94.07	95.72
1360000	93.83	93.98	0.86	91.73	94.87
1370000	94.12	94.29	0.59	92.91	94.79
1380000	95.03	95.09	0.63	93.4	95.8
1390000	94.61	94.63	0.51	93.67	95.41
1400000	94.37	94.2	0.93	93.1	96.02
1410000	93.86	94.03	0.52	92.89	94.42
1420000	93.95	94.03	0.98	91.8	95.44
1430000	94.43	94.64	0.8	92.84	95.62
1440000	94.11	94.13	0.58	92.77	95.23
1450000	92.23	93.33	3.97	80.46	94.69
1460000	94.22	94.34	0.82	92.78	95.28
1470000	94.0	93.82	1.0	92.24	95.65
1480000	94.57	94.52	0.38	94.1	95.35
1490000	93.94	94.01	0.9	91.88	95.62
1500000	93.46	93.63	0.79	92.13	94.56
1510000	94.04	94.24	0.94	92.21	95.21
1520000	93.61	93.29	1.12	91.63	95.27
1530000	94.14	94.19	0.76	92.33	95.2
1540000	94.4	94.49	0.53	93.75	95.33
1550000	93.84	93.97	0.53	92.81	94.69
1560000	93.9	93.75	0.79	92.87	95.27
1570000	94.05	94.03	0.72	93.03	95.33
1580000	93.32	93.2	0.54	92.64	94.31
1590000	93.31	93.16	0.89	92.03	94.4
1600000	94.08	94.07	0.58	93.16	95.15
1610000	93.9	94.09	1.09	91.57	95.83
1620000	93.59	93.53	0.84	92.5	94.99
1630000	94.08	93.92	0.69	93.28	95.45
1640000	93.93	94.02	0.66	93.0	95.12
1650000	93.79	93.67	0.45	93.11	94.55
1660000	93.99	93.73	0.77	93.0	95.53
1670000	94.4	94.48	0.68	93.15	95.3
1680000	93.76	94.06	0.79	92.01	94.87
1690000	93.7	93.56	0.97	92.37	95.23
1700000	94.38	94.21	0.53	93.54	95.17
1710000	94.11	94.29	0.97	92.56	95.57
1720000	94.56	94.59	0.76	93.41	95.97
1730000	94.52	94.52	0.81	93.09	95.7
1740000	93.16	93.16	0.6	92.29	94.15
1750000	93.76	93.91	0.76	92.29	94.74
1760000	94.05	94.1	0.55	92.92	94.95
1770000	94.1	94.09	0.5	93.18	94.72
1780000	93.68	93.6	0.5	93.08	94.76
1790000	94.2	94.24	0.36	93.5	94.8
1800000	93.83	94.23	0.74	92.5	94.73
1810000	93.83	94.05	1.17	91.93	95.4
1820000	93.98	93.88	0.8	92.37	95.23
1830000	93.78	93.57	0.63	92.81	95.14
1840000	93.66	93.68	0.6	92.64	94.46
1850000	93.82	93.57	0.92	92.36	95.33
1860000	94.09	94.04	0.75	93.02	95.59
1870000	93.88	93.67	0.92	92.77	95.49
1880000	93.68	93.82	0.86	92.38	95.15
1890000	94.21	94.0	0.94	92.47	96.19
1900000	94.29	94.31	0.7	92.97	95.4
1910000	93.8	93.77	0.79	92.25	94.87
1920000	93.85	93.84	1.08	92.27	95.39
1930000	94.29	94.2	0.99	93.02	96.51
1940000	93.74	93.68	0.35	93.04	94.24
1950000	93.76	93.74	0.75	92.54	94.91
1960000	94.25	94.08	0.44	93.74	95.02
1970000	94.24	94.03	0.68	93.28	95.4
1980000	94.16	94.07	0.68	93.33	95.81
1990000	94.34	94.31	0.7	93.18	95.69
2000000	93.82	93.55	1.03	92.35	95.62
