steps	mean	median	std	min	max
1690000	95.25	95.15	0.61	93.93	96.15
1700000	95.0	94.9	0.61	93.92	96.14
1710000	94.14	94.1	0.67	93.15	95.59
1720000	94.95	94.79	0.78	94.09	97.14
1730000	95.44	95.6	0.84	94.3	97.14
1740000	94.63	94.8	0.47	93.83	95.45
1750000	94.71	94.65	0.72	93.67	95.91
1760000	94.88	95.0	0.54	93.94	95.68
1770000	94.69	94.77	0.65	93.35	95.6
1780000	94.91	94.86	0.39	94.3	95.82
1790000	94.73	94.54	0.61	94.02	95.9
1800000	94.89	94.91	0.61	93.45	95.88
1810000	94.68	94.57	0.6	93.91	95.91
1820000	94.39	94.4	0.63	93.5	95.34
1830000	94.6	94.49	0.48	93.83	95.29
1840000	94.39	94.46	0.39	93.72	95.13
1850000	94.89	94.67	0.6	94.1	95.77
1860000	94.18	94.35	0.58	92.75	94.78
1870000	94.69	94.64	0.79	93.5	96.04
1880000	94.54	94.42	0.49	93.8	95.37
1890000	94.42	94.34	0.66	93.45	96.03
1900000	94.48	94.2	0.7	93.52	95.63
1910000	94.42	94.55	0.53	93.56	95.4
1920000	94.34	94.3	0.46	93.33	95.19
1930000	94.07	93.95	0.49	93.26	94.74
1940000	94.44	94.26	0.54	93.83	95.7
1950000	94.5	94.51	0.53	93.43	95.29
1960000	94.59	94.57	0.57	93.77	95.57
1970000	94.57	94.56	0.45	93.85	95.39
1980000	94.81	94.8	0.72	93.27	95.96
1990000	94.51	94.5	0.38	93.91	95.32
2000000	94.67	94.55	0.38	94.31	95.66
