steps	mean	median	std	min	max
510000	66.04	64.35	29.75	16.75	101.83
520000	75.37	90.04	29.21	19.49	101.51
530000	92.58	100.06	17.37	44.42	101.31
540000	94.06	101.77	23.71	22.94	102.8
550000	96.06	103.66	23.75	24.83	104.79
560000	85.21	101.2	32.12	19.53	102.13
570000	101.47	101.44	0.51	100.75	102.43
580000	97.39	97.56	0.76	95.7	98.65
590000	86.46	100.41	28.46	25.71	101.66
600000	101.89	101.78	0.39	101.37	102.5
610000	75.94	80.07	25.34	28.03	100.72
620000	96.27	96.13	0.62	95.53	97.28
630000	95.0	95.23	0.64	93.39	95.78
640000	100.24	100.28	0.67	99.34	101.83
650000	91.87	99.3	23.22	22.22	100.32
660000	95.47	95.29	0.63	94.81	97.13
670000	97.77	97.71	0.63	96.34	98.94
680000	96.99	95.69	2.25	94.07	100.42
690000	94.72	94.61	1.16	93.3	97.21
700000	95.83	95.78	0.89	94.64	97.42
710000	96.17	96.09	0.74	95.15	97.47
720000	94.88	94.89	0.92	93.68	96.55
730000	95.26	95.17	0.98	93.91	97.06
740000	95.38	95.13	0.74	94.59	96.85
750000	94.2	94.19	0.95	92.84	96.14
760000	94.76	94.64	0.69	93.78	96.13
770000	94.07	94.35	0.91	92.49	95.22
780000	94.47	94.49	0.65	93.54	95.59
790000	93.13	93.15	0.26	92.75	93.6
800000	93.95	94.13	0.78	92.94	95.0
810000	93.97	93.89	0.54	93.19	94.81
820000	93.39	93.27	0.57	92.45	94.3
830000	93.62	93.45	0.58	92.94	94.86
840000	93.23	93.11	0.44	92.57	94.14
850000	93.78	93.91	0.68	92.39	94.8
860000	94.11	94.3	0.85	92.87	95.55
870000	93.77	93.4	0.84	92.9	95.76
880000	93.43	93.39	0.77	92.47	94.79
890000	93.02	92.91	0.68	91.81	94.23
900000	92.97	92.92	0.53	92.14	94.07
910000	93.99	93.93	0.41	93.52	94.93
920000	92.51	92.26	0.66	91.51	93.72
930000	92.71	92.68	0.37	92.15	93.43
940000	93.31	93.3	0.68	92.25	94.66
950000	92.42	92.56	0.79	90.96	93.5
960000	92.85	92.94	0.52	92.04	93.62
970000	92.12	92.0	0.57	91.26	93.19
980000	91.78	91.58	0.69	91.13	93.57
990000	92.21	92.07	0.34	91.68	92.7
1000000	92.37	92.4	0.64	91.4	93.52
1010000	93.05	93.37	0.81	91.55	93.9
1020000	92.9	92.83	0.51	92.16	93.98
1030000	92.52	92.62	0.52	91.78	93.28
1040000	93.65	93.84	0.61	92.53	94.33
1050000	92.56	92.49	0.5	91.73	93.43
1060000	93.44	93.73	0.78	91.8	94.25
1070000	93.66	93.65	0.56	92.66	94.4
1080000	92.61	92.49	0.38	92.09	93.17
1090000	92.36	92.29	0.51	91.35	93.44
1100000	91.79	91.8	0.48	91.13	92.59
1110000	92.56	92.7	0.55	91.52	93.33
1120000	92.74	92.68	0.62	91.74	93.54
1130000	92.2	92.2	0.35	91.43	92.74
1140000	92.85	93.11	0.48	91.82	93.3
1150000	91.99	91.95	0.58	90.78	92.97
1160000	92.88	92.83	0.6	91.59	93.81
1170000	92.76	92.71	0.44	92.2	93.75
1180000	91.86	91.8	0.81	90.68	93.17
1190000	92.82	92.53	0.74	91.99	94.09
1200000	92.85	92.74	0.42	92.34	93.57
1210000	92.79	93.0	0.61	91.42	93.38
1220000	92.14	92.13	0.53	91.11	92.92
1230000	92.75	92.42	0.68	91.74	93.74
1240000	92.84	92.87	0.7	91.66	94.27
1250000	92.5	92.4	0.6	91.58	93.8
1260000	92.83	92.75	0.49	92.17	93.78
1270000	92.5	92.52	0.34	91.95	93.11
1280000	91.3	91.1	0.51	90.61	92.18
1290000	92.19	92.19	0.42	91.46	92.89
1300000	92.95	92.89	0.36	92.38	93.61
1310000	92.49	92.43	0.48	91.86	93.26
1320000	92.43	92.46	0.29	91.89	92.85
1330000	92.7	92.8	0.41	92.12	93.38
1340000	92.05	92.03	0.34	91.54	92.53
1350000	92.52	92.6	0.59	91.76	93.51
1360000	92.23	92.2	0.25	91.85	92.59
1370000	91.08	90.86	0.74	90.27	92.3
1380000	92.08	92.1	0.63	91.13	92.83
1390000	92.51	92.58	0.63	91.61	93.97
1400000	92.46	92.58	0.4	91.66	93.08
1410000	92.49	92.64	0.52	91.72	93.16
1420000	92.48	92.29	0.61	91.69	93.79
1430000	92.27	92.09	0.39	91.95	93.11
1440000	92.3	92.37	0.54	91.3	93.24
1450000	91.15	91.14	0.28	90.66	91.56
1460000	90.91	90.97	0.4	90.13	91.51
1470000	92.62	92.67	0.4	91.88	93.25
1480000	91.67	91.6	0.46	91.02	92.44
1490000	91.27	91.01	0.69	90.49	92.82
1500000	91.85	91.89	0.35	91.3	92.28
1510000	92.43	92.32	0.6	91.76	93.79
1520000	91.8	91.65	0.76	90.48	93.09
1530000	91.65	91.51	0.37	90.94	92.3
1540000	91.88	91.79	0.76	90.73	93.59
1550000	92.13	92.39	0.74	90.74	93.28
1560000	92.03	92.35	0.77	90.78	92.96
1570000	91.7	91.64	0.3	91.27	92.1
1580000	91.45	91.43	0.33	90.84	92.11
1590000	92.44	92.59	0.78	91.4	94.03
1600000	91.42	91.14	0.66	90.62	92.38
1610000	91.23	91.35	0.32	90.66	91.73
1620000	92.1	92.11	0.64	91.08	93.52
1630000	91.83	91.7	0.44	91.32	92.75
1640000	91.8	91.69	0.69	90.81	93.41
1650000	92.27	92.36	0.5	91.52	92.98
1660000	91.6	91.62	0.36	91.03	92.26
1670000	92.03	91.98	0.79	91.02	93.86
1680000	91.67	91.49	0.69	90.63	93.14
1690000	91.27	91.27	0.24	90.91	91.73
1700000	91.71	91.76	0.56	90.93	92.56
1710000	90.89	90.92	0.41	90.2	91.67
1720000	92.11	92.06	0.51	91.45	93.35
1730000	91.8	91.57	0.62	90.97	92.98
1740000	91.95	91.86	0.41	91.37	92.61
1750000	91.7	91.65	0.66	90.51	93.11
1760000	91.91	91.84	0.58	91.12	92.94
1770000	91.88	92.05	0.71	90.89	92.67
1780000	91.75	91.74	0.94	90.1	93.64
1790000	91.73	91.68	0.52	90.98	92.59
1800000	91.87	91.87	0.33	91.4	92.3
1810000	92.25	92.1	0.42	91.71	92.97
1820000	91.44	91.37	0.57	90.37	92.55
1830000	91.47	91.52	0.67	90.21	92.32
1840000	91.53	91.33	0.44	91.12	92.38
1850000	91.74	91.77	0.25	91.36	92.14
1860000	91.69	91.54	0.5	91.35	93.07
1870000	91.18	91.34	0.59	90.35	92.06
1880000	91.17	91.09	0.41	90.4	91.69
1890000	91.43	91.38	0.55	90.81	92.46
1900000	91.46	91.44	0.35	90.77	92.04
1910000	91.84	91.78	0.52	90.94	92.73
1920000	92.06	91.99	0.29	91.6	92.53
1930000	91.89	91.81	0.72	90.82	93.17
1940000	91.77	91.54	0.8	90.97	93.73
1950000	92.07	92.01	0.58	90.8	92.91
1960000	91.75	91.66	0.46	91.16	92.68
1970000	91.66	91.87	0.5	90.59	92.4
1980000	91.62	91.74	0.44	90.84	92.16
1990000	91.33	91.4	0.43	90.34	92.13
2000000	91.72	91.59	0.66	90.6	93.04
