steps	mean	median	std	min	max
1030000	5.28	5.06	1.58	3.61	9.06
1040000	18.32	19.44	7.62	4.92	31.39
1050000	16.02	6.61	14.37	3.23	44.54
1060000	22.25	23.04	3.2	14.37	26.33
1070000	-0.3	-0.3	0.01	-0.31	-0.29
1080000	26.32	25.63	8.52	8.98	39.12
1090000	16.64	9.71	12.72	3.83	33.79
1100000	22.4	28.52	15.53	3.68	42.62
1110000	18.98	18.21	11.38	6.48	41.45
1120000	12.14	4.31	13.0	3.29	39.79
1130000	27.62	24.32	10.48	8.14	41.24
1140000	21.86	19.44	16.75	5.7	58.51
1150000	24.07	24.53	14.12	5.56	50.01
1160000	29.23	31.03	16.85	5.37	62.31
1170000	24.59	17.6	19.33	5.64	55.74
1180000	16.93	7.17	16.13	5.33	51.22
1190000	19.83	9.32	16.88	5.26	56.97
1200000	12.9	7.39	9.99	5.12	31.28
1210000	32.35	27.67	26.48	6.55	83.5
1220000	25.78	26.15	4.68	18.8	32.43
1230000	51.99	56.43	21.29	7.75	77.97
1240000	57.21	54.68	25.2	15.3	101.2
1250000	19.79	9.13	17.46	4.05	55.26
1260000	28.16	2.76	35.44	0.15	98.01
1270000	85.11	94.82	16.55	55.23	97.15
1280000	79.29	93.8	22.06	34.09	98.52
1290000	65.4	62.23	20.96	32.85	98.66
1300000	73.51	77.16	29.89	7.15	102.83
1310000	59.21	55.8	21.23	30.69	96.11
1320000	35.4	7.65	42.96	6.24	101.95
1330000	45.17	9.39	45.23	6.36	100.89
1340000	42.67	35.48	35.73	5.45	99.73
1350000	31.36	7.29	37.82	6.58	99.35
1360000	45.2	36.78	38.14	6.29	101.07
1370000	44.36	9.54	44.33	6.94	99.26
1380000	35.6	8.33	41.42	5.98	98.95
1390000	15.66	7.4	23.77	6.6	86.89
1400000	35.46	9.19	42.53	5.26	101.92
1410000	49.48	45.75	34.11	6.2	101.11
1420000	35.82	9.71	41.49	5.91	99.38
1430000	34.73	14.44	32.41	7.0	99.34
1440000	42.05	7.49	43.3	5.89	99.92
1450000	24.04	10.29	29.58	6.77	98.42
1460000	29.87	10.62	34.36	6.31	99.51
1470000	61.93	97.79	44.82	6.35	99.17
1480000	41.58	10.62	41.47	6.14	99.57
1490000	40.52	10.21	40.62	6.1	99.24
1500000	32.24	9.48	36.92	7.32	100.12
1510000	65.73	89.58	39.99	5.96	99.74
1520000	45.56	31.56	39.47	6.06	99.5
1530000	30.81	10.82	36.1	6.19	100.5
1540000	41.52	32.63	34.36	6.6	99.26
1550000	59.49	83.14	43.29	5.99	99.72
1560000	36.93	12.66	35.82	7.76	99.54
1570000	11.03	10.17	3.92	6.02	20.1
1580000	76.84	98.14	36.07	8.55	100.12
1590000	54.11	54.59	44.84	6.26	99.91
1600000	78.4	98.4	36.05	6.33	100.44
1610000	43.95	9.27	44.68	5.5	99.84
1620000	45.28	12.69	44.3	5.29	100.87
1630000	20.67	12.11	26.35	5.44	98.2
1640000	17.6	8.96	27.32	5.03	99.45
1650000	23.2	7.53	32.64	4.96	98.44
1660000	26.2	8.38	36.31	5.84	99.91
1670000	16.37	6.37	27.46	5.38	98.57
1680000	34.5	7.53	41.89	4.13	99.03
1690000	5.15	5.5	0.77	3.81	6.03
1700000	23.49	5.14	37.22	3.83	98.28
1710000	14.26	5.16	28.2	3.68	98.83
1720000	5.91	4.87	3.06	4.03	14.7
1730000	4.77	4.97	0.51	3.84	5.39
1740000	4.83	4.92	1.04	2.61	6.9
1750000	4.68	4.74	0.32	4.24	5.13
1760000	22.91	4.78	36.99	2.49	97.06
1770000	14.29	4.89	28.21	2.26	98.73
1780000	22.31	4.46	37.03	2.22	96.64
1790000	14.82	5.07	28.06	2.77	98.8
1800000	43.44	11.36	44.44	4.62	99.3
1810000	54.06	62.13	44.38	3.71	99.02
1820000	51.0	39.19	39.55	7.8	98.51
1830000	82.3	99.26	34.32	10.92	100.57
1840000	90.93	99.39	25.54	14.35	101.09
1850000	89.95	98.73	26.75	9.72	100.24
1860000	90.38	99.06	26.18	11.86	99.82
1870000	99.62	99.56	0.6	98.54	100.83
1880000	99.14	99.09	0.4	98.6	99.75
1890000	78.32	99.33	35.31	10.57	100.21
1900000	81.91	98.87	28.22	15.08	100.23
1910000	63.5	96.78	43.06	7.75	100.19
1920000	72.22	98.3	40.37	8.61	99.03
1930000	74.02	97.99	34.86	10.17	99.59
1940000	87.99	97.88	25.25	14.04	99.59
1950000	63.43	98.4	43.72	8.7	100.1
1960000	54.22	54.91	44.73	8.1	99.46
1970000	71.93	98.36	41.3	7.8	100.27
1980000	55.44	56.53	43.39	9.11	99.4
1990000	67.57	98.36	39.78	7.42	100.2
2000000	37.48	11.99	40.35	9.39	100.0
