steps	mean	median	std	min	max
1430000	34.8	9.77	39.36	7.77	95.33
1440000	77.43	94.52	34.42	7.73	95.14
1450000	69.65	94.99	38.78	9.09	95.44
1460000	95.04	95.09	0.43	94.35	95.88
1470000	68.96	94.55	39.31	7.8	95.54
1480000	52.27	53.16	43.12	8.22	95.79
1490000	77.84	94.85	34.13	8.52	95.61
1500000	77.6	94.75	34.46	8.67	95.07
1510000	85.7	94.17	25.76	8.44	94.85
1520000	77.38	94.49	34.48	8.34	95.09
1530000	69.27	94.61	39.03	8.77	95.49
1540000	77.5	94.4	34.21	8.16	95.18
1550000	95.09	94.98	0.49	94.44	95.87
1560000	94.6	94.71	0.41	93.77	95.06
1570000	95.36	95.27	0.37	94.89	96.08
1580000	94.78	94.77	0.26	94.38	95.29
1590000	95.17	95.19	0.29	94.73	95.75
1600000	85.81	94.03	25.17	10.31	94.54
1610000	85.91	94.34	25.34	9.9	94.78
1620000	85.74	93.97	24.83	11.24	94.52
1630000	78.04	94.57	33.18	8.82	95.11
1640000	94.59	94.64	0.24	94.25	95.07
1650000	94.36	94.27	0.25	94.04	94.88
1660000	86.8	95.01	24.46	13.42	95.48
1670000	94.66	94.54	0.35	94.18	95.3
1680000	94.65	94.63	0.28	94.11	95.13
1690000	94.49	94.52	0.31	93.93	94.9
1700000	94.69	94.65	0.14	94.46	94.89
1710000	94.72	94.57	0.26	94.46	95.2
1720000	94.72	94.77	0.23	94.29	95.0
1730000	94.7	94.73	0.24	94.27	95.09
1740000	86.25	94.38	24.69	12.18	94.96
1750000	94.72	94.69	0.33	94.15	95.48
1760000	94.68	94.68	0.23	94.32	95.09
1770000	94.83	94.77	0.18	94.55	95.09
1780000	94.8	94.81	0.32	94.28	95.39
1790000	94.72	94.7	0.16	94.5	95.03
1800000	94.85	94.76	0.31	94.5	95.57
1810000	94.79	94.7	0.34	94.31	95.58
1820000	94.69	94.68	0.29	94.33	95.41
1830000	86.2	94.5	25.14	10.79	95.34
1840000	94.66	94.61	0.22	94.3	95.11
1850000	94.5	94.41	0.22	94.21	95.01
1860000	94.62	94.59	0.27	94.21	95.2
1870000	94.51	94.41	0.21	94.34	95.05
1880000	94.78	94.69	0.34	94.48	95.61
1890000	94.68	94.72	0.31	93.95	95.12
1900000	94.86	94.8	0.27	94.56	95.37
1910000	94.63	94.51	0.39	94.02	95.13
1920000	94.83	94.64	0.41	94.3	95.52
1930000	94.81	94.73	0.46	94.22	95.69
1940000	94.8	94.88	0.33	94.09	95.2
1950000	94.88	94.95	0.34	94.3	95.31
1960000	94.85	94.86	0.22	94.52	95.29
1970000	94.9	94.82	0.42	94.4	95.7
1980000	94.96	95.05	0.4	94.29	95.5
1990000	94.77	94.79	0.29	94.23	95.1
2000000	94.65	94.68	0.33	94.03	95.06
