steps	mean	median	std	min	max
460000	16.52	14.93	3.81	12.28	25.0
470000	8.6	6.36	5.62	2.54	19.82
480000	17.55	18.87	3.49	12.16	21.67
490000	23.6	25.51	5.96	7.17	29.66
500000	19.73	24.27	9.78	1.84	30.49
510000	0.42	0.41	0.03	0.37	0.47
520000	7.41	6.58	2.03	4.8	10.64
530000	11.96	8.51	9.52	6.81	39.88
540000	24.42	26.62	8.97	5.94	34.63
550000	9.92	8.15	4.0	6.21	17.93
560000	6.76	6.54	0.84	5.72	8.35
570000	6.9	6.32	1.51	5.53	10.73
580000	8.96	8.39	3.25	5.85	18.14
590000	6.4	6.09	1.1	4.99	8.29
600000	8.4	8.03	2.55	5.97	15.24
610000	11.92	10.0	6.28	5.96	27.36
620000	13.01	10.73	10.54	6.29	44.12
630000	6.55	6.15	1.33	5.15	9.17
640000	22.07	19.15	14.51	5.97	44.52
650000	20.42	7.07	28.64	5.96	103.03
660000	25.2	19.5	22.07	7.95	85.97
670000	33.57	28.75	26.67	7.44	93.18
680000	38.44	34.11	21.02	11.23	79.37
690000	35.67	40.0	26.95	4.94	78.61
700000	24.36	16.67	17.32	8.98	59.01
710000	38.61	29.08	31.2	5.15	99.89
720000	41.78	19.28	38.59	5.56	98.75
730000	41.82	37.1	25.76	5.43	87.11
740000	58.81	58.69	36.91	5.15	100.18
750000	56.94	66.0	32.88	6.09	99.14
760000	34.5	8.68	39.17	6.99	100.12
770000	60.78	57.6	30.26	10.75	99.78
780000	50.69	41.09	37.38	9.69	97.75
790000	69.14	65.44	25.39	36.06	99.72
800000	78.22	93.92	28.41	12.35	95.7
810000	72.39	96.85	35.19	6.4	98.44
820000	80.95	92.41	20.37	40.4	97.89
830000	79.47	97.18	30.93	5.59	99.22
840000	76.1	90.83	22.98	39.66	96.43
850000	75.96	87.96	22.81	46.41	97.68
860000	57.64	50.34	23.1	33.14	99.81
870000	96.11	96.25	1.06	93.58	97.36
880000	87.58	95.82	17.24	41.26	97.78
890000	60.19	69.99	38.4	8.71	98.67
900000	77.6	95.23	27.41	32.59	97.02
910000	83.48	96.23	27.69	17.12	99.1
920000	89.74	96.24	17.06	39.14	97.39
930000	84.07	97.67	26.68	9.95	98.9
940000	73.5	72.08	21.57	42.92	97.96
950000	84.86	97.22	26.67	12.98	98.4
960000	92.06	96.78	10.98	66.28	98.84
970000	84.77	95.48	22.76	38.14	97.67
980000	86.81	97.21	20.73	32.76	98.65
990000	79.8	96.12	32.94	11.84	97.01
1000000	91.25	96.52	16.0	43.26	97.52
1010000	93.7	96.45	8.31	68.88	98.37
1020000	96.01	96.49	2.3	89.3	97.95
1030000	91.94	95.91	11.35	57.94	96.34
1040000	94.91	94.86	0.57	93.97	95.61
1050000	95.51	95.46	0.51	94.74	96.67
1060000	94.81	94.7	0.48	93.84	95.66
1070000	96.24	96.46	0.52	95.46	97.12
1080000	90.91	95.73	14.87	46.36	96.96
1090000	95.73	95.79	0.71	94.68	96.82
1100000	94.74	94.8	0.6	93.88	95.95
1110000	96.4	96.34	0.59	95.56	97.35
1120000	94.98	94.84	0.58	94.05	96.16
1130000	94.72	94.71	0.89	93.34	96.4
1140000	94.54	94.7	0.4	93.81	95.11
1150000	96.03	96.2	0.56	94.98	96.74
1160000	93.97	93.84	0.72	93.17	95.9
1170000	95.56	95.6	0.64	94.37	96.74
1180000	95.71	95.79	0.82	93.92	96.81
1190000	93.9	93.73	0.54	93.29	95.07
1200000	94.67	94.68	0.45	94.02	95.64
1210000	95.47	95.56	0.59	94.46	96.49
1220000	96.07	95.9	0.7	95.28	97.51
1230000	95.41	95.34	0.42	94.77	96.25
1240000	96.18	95.99	1.01	94.92	97.77
1250000	95.62	95.63	0.61	94.7	96.93
1260000	96.16	96.41	0.77	94.68	97.07
1270000	95.17	95.17	0.38	94.73	95.87
1280000	95.7	95.76	0.64	94.81	96.95
1290000	96.41	96.37	0.56	95.39	97.09
1300000	94.4	94.45	0.59	93.55	95.54
1310000	94.84	94.8	0.47	94.09	95.65
1320000	94.31	94.25	0.45	93.6	95.11
1330000	95.52	95.85	0.56	94.55	96.24
1340000	95.35	95.32	0.87	93.68	96.6
1350000	93.94	93.81	0.45	93.35	94.65
1360000	95.18	94.71	1.26	93.72	97.69
1370000	95.07	95.05	0.35	94.48	95.49
1380000	93.58	95.42	5.31	77.8	96.31
1390000	94.56	94.34	0.48	93.85	95.47
1400000	94.52	94.61	0.62	93.54	95.54
1410000	94.9	94.95	0.46	93.83	95.47
1420000	95.98	95.7	0.75	94.8	97.3
1430000	94.54	94.46	0.7	93.32	95.96
1440000	95.4	95.06	0.72	94.81	97.07
1450000	95.64	95.75	0.65	94.6	97.14
1460000	94.94	95.07	0.48	94.23	95.6
1470000	95.05	95.08	0.76	93.63	96.35
1480000	94.93	94.93	0.71	93.95	96.3
1490000	94.79	94.74	0.36	94.42	95.42
1500000	95.13	95.17	0.41	94.41	95.82
1510000	95.13	95.3	0.62	93.93	96.02
1520000	94.52	94.41	0.67	93.69	96.03
1530000	94.92	94.89	0.61	93.62	96.02
1540000	94.8	94.83	0.73	93.7	95.87
1550000	94.14	94.08	0.46	93.59	94.9
1560000	94.8	94.81	0.58	93.6	95.64
1570000	95.17	95.2	0.4	94.35	95.67
1580000	94.96	94.97	0.31	94.31	95.44
1590000	94.57	94.63	0.73	93.44	95.67
1600000	94.52	94.6	0.47	93.85	95.29
1610000	94.66	94.86	0.53	93.5	95.5
1620000	94.72	94.77	0.52	93.87	95.55
1630000	94.25	94.36	0.43	93.34	94.8
1640000	95.13	95.01	0.64	94.24	96.35
1650000	94.73	94.85	0.66	93.66	95.83
1660000	94.55	94.47	0.5	93.97	95.34
1670000	94.44	94.44	0.48	93.47	95.09
1680000	94.51	94.55	0.67	93.2	95.48
1690000	94.2	94.19	0.36	93.64	94.85
1700000	94.7	94.65	0.51	93.82	95.84
1710000	94.95	94.96	0.6	93.92	96.21
1720000	94.76	94.72	0.69	93.83	96.2
1730000	94.6	94.64	0.52	93.44	95.32
1740000	94.7	94.67	0.64	93.88	95.75
1750000	94.55	94.61	0.56	93.72	95.25
1760000	94.95	95.0	0.58	93.86	95.66
1770000	94.7	94.8	0.45	93.85	95.52
1780000	94.56	94.52	0.41	93.93	95.26
1790000	94.8	94.74	0.33	94.38	95.66
1800000	94.21	94.15	0.41	93.32	94.69
1810000	94.52	94.37	0.61	93.86	95.54
1820000	94.88	94.87	0.41	94.21	95.64
1830000	95.0	94.84	0.62	93.65	95.88
1840000	94.82	94.82	0.55	93.86	95.74
1850000	94.35	94.57	0.47	93.42	94.88
1860000	94.9	94.82	0.8	93.88	96.96
1870000	94.81	94.9	0.61	93.64	95.82
1880000	94.41	94.32	0.61	93.5	95.95
1890000	94.59	94.65	0.47	93.88	95.57
1900000	94.54	94.47	0.48	93.85	95.62
1910000	94.42	94.42	0.42	93.43	95.02
1920000	94.56	94.59	0.34	94.01	95.16
1930000	94.77	94.86	0.41	93.96	95.4
1940000	94.49	94.56	0.42	93.67	95.31
1950000	94.53	94.58	0.32	93.79	94.94
1960000	94.48	94.39	0.34	94.01	95.0
1970000	94.59	94.58	0.43	93.94	95.21
1980000	94.36	94.45	0.56	93.31	95.3
1990000	94.6	94.66	0.65	93.39	95.61
2000000	94.72	94.65	0.63	93.88	95.51
